id,title,description,link,image_link,price,sale_price,availability,condition,brand,mpn,google_product_category,product_type,color,custom_label_0,target_country
7062,"Plakat Martini Mondays Extra Dirty | Tekstplakater, Kjøkkenet","Plakat med en leken og innbydende illustrasjon av to martiniglass, hvert glass prydet med oliven på en pinne, som forsterker martini-temaet. Illustrasjonen er komplettert med teksten &quot;EXTRA DIRTY PLEASE&quot;, som er en drinkbestilling som vanligvis refererer til en martini med en ekstra olivenspade.",https://gallerix-home.no/plakat/7062-martini-mondays-extra-dirty,https://img.gallerix.com/product/google/7062.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,7062,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn,"Tekstplakater,Kjøkkenet",NO
9088,"Plakat Usain Bolt 2012 | Ikoniske bilder, Sport og Trening","Usain Bolt, «Lightning Bolt», er tidenes raskeste mann og et ikon innen friidrett. Med åtte OL-gull og verdensrekorder på både 100 og 200 meter revolusjonerte han sprinten med sin kraft, teknikk og unike karisma. Hans utrolige prestasjoner, som 9,58 på 100 meter, udødeliggjorde ham i idrettshistorien. Bolt er ikke bare en legende på banen, men også et globalt symbol på glede og inspirasjon.",https://gallerix-home.no/plakat/9088-usain-bolt-2012,https://img.gallerix.com/product/google/9088.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,9088,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Svart/Hvitt,"Ikoniske bilder,Sport og Trening",NO
5929,Plakat Kystlandskab Hornbæk By Carl Locher | Kjente kunstnere,"Plakat fra kategorien historisk kunst med maleriet ""Kystlandskab Hornbæk"" av den danske kunstneren Carl Locher.",https://gallerix-home.no/plakat/5929-kystlandskab-hornbaek-by-carl-locher,https://img.gallerix.com/product/google/5929.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5929,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn/Blå,Kjente kunstnere,NO
5537,"Plakat Le Chien | Pablo Picasso, Kunstplakater","Plakat fra kategorien kunstmalerier med illustrasjonen ""Le Chien"" inspirert av den spanske kunstneren Pablo Picasso.",https://gallerix-home.no/plakat/5537-le-chien,https://img.gallerix.com/product/google/5537.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5537,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Beige,"Pablo Picasso,Kunstplakater",NO
5117,Plakat White Roses II By Carl Moll | Kjente kunstnere,"Plakat med maleriet ""Hvite roser II"" av den østerrikske kunstneren Carl Moll fra år 1925. Carl Moll (1861-1945) var en østerriksk kunstner som ble født i Wien. Han er mest kjent for sine impresjonistiske og postimpresjonistiske verk. Han studerte ved kunstakademiet i Wien og begynte å utforske impresjonismen på 1890-tallet. Han var en av de første østerrikske kunstnerne som eksperimenterte med impresjonistiske teknikker. Molls arbeider fokuserer ofte på landskapsmaling med vakre landsbyer, utsikt over Wien og naturscener. Maleriene hans er kjent for å ha en myk, poetisk stil og et levende fargevalg som er fylt med lys og kontrast. Moll er også kjent for sine portretter og stilleben. Portrettene hans fanger ofte en vidunderlig og intim atmosfære som gir liv til figurene hans. Moll anses å ha hatt stor innflytelse på østerriksk kunst og hadde mange studenter som studerte hos seg. Verkene hans har blitt stilt ut i forskjellige museer over hele verden, inkludert Albertina-museet i Wien.",https://gallerix-home.no/plakat/5117-white-roses-ii-by-carl-moll,https://img.gallerix.com/product/google/5117.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5117,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Grønn/Rød,Kjente kunstnere,NO
8268,Plakat The Dawning By Arthur Bowen Davies | Kjente kunstnere,Plakat fra kategorien kjente kunstnere med maleriet &quot;The Dawning&quot; av den amerikanske kunstneren Arthur Bowen Davies fra år 1915.,https://gallerix-home.no/plakat/8268-the-dawning-by-arthur-bowen-davies,https://img.gallerix.com/product/google/8268.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8268,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,Kjente kunstnere,NO
10699,"Plakat Pink Petal Haven | Botaniske, Fotokunst, Byer og arkitektur","Denne plakaten fanger en fredelig inngang innrammet av blomster i full blomst. De lyserosa bladene skaper en romantisk og drømmende atmosfære, mens den kileformede sorte døren gir en vakker kontrast. Perfekt for å gi hjemmet ditt en følelse av vennlighet og skjønnhet, denne plakaten forvandler ethvert rom med sin vakre og beroligende visuelle følelse.",https://gallerix-home.no/plakat/10699-pink-petal-haven,https://img.gallerix.com/product/google/10699.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10699,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Rosa,"Botaniske,Fotokunst,Byer og arkitektur",NO
5659,Plakat Teddy Bear In Airplane | Barneplakater,Barneplakat med en illustrasjon av en søt bamse som flyr et fly blant skyene.,https://gallerix-home.no/plakat/5659-teddy-bear-in-airplane,https://img.gallerix.com/product/google/5659.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5659,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Hvit/Beige,Barneplakater,NO
4966,Plakat Vue De Venise By Arnold Scheffer | Kjente kunstnere,"Plakat med maleriet ""Vue De Venise"" av den franske kunstneren Arnold Scheffer fra år 1873.",https://gallerix-home.no/plakat/4966-vue-de-venise-by-arnold-scheffer,https://img.gallerix.com/product/google/4966.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4966,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,Kjente kunstnere,NO
8874,Plakat Rosita Mauri By Anders Zorn | Kjente kunstnere,Post fra kategorien historisk kunst med maleriet &quot;Rosita Mauri&quot; av den svenske kunstneren Anders Zorn fra år 1888.,https://gallerix-home.no/plakat/8874-rosita-mauri-by-anders-zorn,https://img.gallerix.com/product/google/8874.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8874,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Rosa,Kjente kunstnere,NO
7669,Plakat Molineux Stadium Vintage Sketch 02 EN | Stadionskisser,"Molineux Stadium, som ligger i Wolverhampton, England, er det historiske hjemmet til Wolverhampton Wanderers Football Club, ofte kjent som Wolves. Stadionet ble åpnet i 1889 og har en sittekapasitet på rundt 32 000. Molineux er kjent for sin rike historie og lidenskapelige fanbase, og tilbyr en elektrisk atmosfære på kampdager. Stadionet har en blanding av tradisjonell sjarm og moderne fasiliteter, inkludert oppdaterte sitteplasser, gjestfrihetssuiter og utmerkede siktlinjer. Molineux har vært vitne til mange minneverdige øyeblikk og legendariske spillere gjennom historien. Det er fortsatt en sentral del av lokalsamfunnet og et symbol på Wolves&#39; varige arv i engelsk fotball.",https://gallerix-home.no/plakat/7669-molineux-stadium-vintage-sketch-02-en,https://img.gallerix.com/product/google/7669.jpg,149.00 NOK,,in stock,new,Gallerix,7669,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,Stadionskisser,NO
7769,"Plakat Luxury Escape | Mote, Fotokunst, Svarthvitt","Denne elegante plakaten i svart og hvitt fanger følelsen av luksuriøs ferie og eventyr. På en solrik strand står et skilt med piler som peker mot ikoniske reisemål: Venezia, Miami og Paris. Under skiltet henger en livbøye merket &quot;Chanel&quot;, som gir et snev av eksklusivitet. Bildet formidler en følelse av reise og drømmer om verdens mest ettertraktede steder, perfekt for inspirerende globale eventyr og sofistikert stil.",https://gallerix-home.no/plakat/7769-luxury-escape,https://img.gallerix.com/product/google/7769.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,7769,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Mote,Fotokunst,Svarthvitt",NO
9879,Plakat Morning Thoughts | Oljemalerier,Oppdag kunstens kraft med denne fengslende plakaten av en ung kvinne i dype tanker. De levende fargene og stiliserte uttrykket formidler en unik kombinasjon av melankoli og skjønnhet. Perfekt for å forvandle enhver vegg til et gallerirom.,https://gallerix-home.no/plakat/9879-morning-thoughts,https://img.gallerix.com/product/google/9879.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,9879,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,Oljemalerier,NO
5764,"Plakat Lets Have A Glass Of Wine | Tekstplakater, Kjøkkenet","Humoristisk illustrasjon av et vinglass med teksten ""La oss ta et glass vin..."". Denne plakaten er fin å henge på kjøkkenet eller i stua.",https://gallerix-home.no/plakat/5764-lets-have-a-glass-of-wine,https://img.gallerix.com/product/google/5764.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5764,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Rød,"Tekstplakater,Kjøkkenet",NO
3017,"Plakat Black Rose | Botaniske, Mote, Svarthvitt",Plakat med svart rose mot svart bakgrunn. Trendy botanisk plakat.,https://gallerix-home.no/plakat/3017-black-rose,https://img.gallerix.com/product/google/3017.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,3017,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Botaniske,Mote,Svarthvitt",NO
7226,"Plakat Monochrome Classic Car | Fotokunst, Svarthvitt, Vintage, Motorer og kjøretøy",Svart-hvitt plakat med et fotografi som gir et innblikk i en svunnen tid med fokus på det blanke rattet og det godt bevarte dashbordet til en klassisk bil. Detaljene i designet og den polerte finishen legemliggjør håndverket og luksusen fra en svunnen tid.,https://gallerix-home.no/plakat/7226-monochrome-classic-car,https://img.gallerix.com/product/google/7226.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,7226,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Fotokunst,Svarthvitt,Vintage,Motorer og kjøretøy",NO
3840,"Plakat Wall Street Sign | Byer og arkitektur, Svarthvitt","Svart og hvit plakat fra kategorien Cities and Architecture med fotografi av et gateskilt med teksten ""Wall Street"" og ""Broadway"" på Manhattan, New York.",https://gallerix-home.no/plakat/3840-wall-street-sign,https://img.gallerix.com/product/google/3840.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,3840,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Byer og arkitektur,Svarthvitt",NO
5190,Plakat Lonely Man Walking The Beach | Konseptuell og Surrealistisk,Kunstkategoriplakat med en illustrasjon av en enslig mann eller kvinne på en enorm sandstrand med bølger som skyller inn. Vakker abstrakt illustrasjon i dempede farger.,https://gallerix-home.no/plakat/5190-lonely-man-walking-the-beach,https://img.gallerix.com/product/google/5190.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5190,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,Konseptuell og Surrealistisk,NO
6348,"Plakat Christmas Train | Barneplakater, Julekunst, Festlige høytider",Plakat fra vår julekolleksjon med et fotografi av et tog som reiser gjennom et vakkert vinterlandskap.,https://gallerix-home.no/plakat/6348-christmas-train,https://img.gallerix.com/product/google/6348.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,6348,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Blå/Rød,"Barneplakater,Julekunst,Festlige høytider",NO
8654,Plakat Yellow Christ By Emile Bernard | Kjente kunstnere,Plakat med maleriet &quot;Yellow Christ&quot; av den franske kunstneren Emile Bernard i 1889.,https://gallerix-home.no/plakat/8654-yellow-christ-by-emile-bernard,https://img.gallerix.com/product/google/8654.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8654,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Gul,Kjente kunstnere,NO
9829,"Plakat Timeless Petals | Botaniske, Akvarell","Oppdag en plakat som vil forvandle rommet ditt til en oase av ro og eleganse. Med myke jordfarger og et delikat blomstermønster i en stilisert vase, utstråler dette bildet tidløs skjønnhet. Perfekt for å skape en varm og innbydende atmosfære i hjemmet ditt.",https://gallerix-home.no/plakat/9829-timeless-petals,https://img.gallerix.com/product/google/9829.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,9829,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Gul,"Botaniske,Akvarell",NO
5701,"Plakat Lemons Vintage Retro | Grafisk, Vintage, Kjøkkenet","Plakat med en vintagestilillustrasjon av sitroner i gul farge med teksten ""Limones"" skrevet i svart mot en lys gul bakgrunn. Denne plakaten passer godt på kjøkkenet.",https://gallerix-home.no/plakat/5701-lemons-vintage-retro,https://img.gallerix.com/product/google/5701.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5701,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Gul,"Grafisk,Vintage,Kjøkkenet",NO
3610,"Plakat Coco Paris | Mote, Tekstplakater","Plakat fra motekategorien med teksten ""COCO"" og ""PARIS 31 RUE CAMBON"" skrevet i svart mot hvit bakgrunn.",https://gallerix-home.no/plakat/3610-coco-paris,https://img.gallerix.com/product/google/3610.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,3610,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Svart/Hvitt,"Mote,Tekstplakater",NO
8581,Plakat The Great Temple Of Aboo Simble. Nubia By David Roberts | Kjente kunstnere,Plakat med maleriet &quot;The Great Temple of Aboo Simble. Nubia&quot; av den britiske kunstneren David Roberts fra årene 1846-1849.,https://gallerix-home.no/plakat/8581-the-great-temple-of-aboo-simble-nubia-by-david-roberts,https://img.gallerix.com/product/google/8581.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8581,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,Kjente kunstnere,NO
7531,Plakat Strawberry Arena Vintage Sketch 01 EN | Stadionskisser,"Strawberry Arena, som ligger i Stockholm, er Sveriges nasjonale fotballstadion og hjemmebane for AIK. Arenaen åpnet i 2012 og har en kapasitet på opptil 50 000 tilskuere for sportsarrangementer og opptil 75 000 for andre arrangementer. Med sin moderne design og toppmoderne fasiliteter, tilbyr Strawberry Arena en opplevelse i toppklasse for besøkende. Stadionet har et uttrekkbart tak, som muliggjør arrangementer året rundt uansett vær. I tillegg til fotballkamper og konserter, arrangerer arenaen store begivenheter som Melodifestivalen og internasjonale konkurranser. Strawberry Arena er et symbol på svensk sport og kultur, og fungerer som et sentralt sted for både nasjonale og internasjonale arrangementer.",https://gallerix-home.no/plakat/7531-strawberry-arena-vintage-sketch-01-en,https://img.gallerix.com/product/google/7531.jpg,149.00 NOK,,in stock,new,Gallerix,7531,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,Stadionskisser,NO
5946,Plakat Witte Konijn By Jan Mankes | Kjente kunstnere,"Plakat fra kategorien historisk kunst med maleriet ""Witte Konijn"" av den nederlandske kunstneren Jan Mankes fra år 1909.",https://gallerix-home.no/plakat/5946-witte-konijn-by-jan-mankes,https://img.gallerix.com/product/google/5946.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5946,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,Kjente kunstnere,NO
4176,"Plakat Unicorn | Barneplakater, Dyr, Vår",Plakat fra kategorien Dyr og Barnemalerier med et vakkert bilde av en hvit enhjørning med horn.,https://gallerix-home.no/plakat/4176-unicorn,https://img.gallerix.com/product/google/4176.jpg,149.00 NOK,111.75 NOK,in stock,new,Gallerix,4176,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Rosa,"Barneplakater,Dyr,Vår",NO
4256,"Plakat Pond In Sunlight | Kunstplakater, Kjente kunstnere","Plakat med motiver inspirert av den amerikanske kunstneren Arthur Dove. Plakaten ""Pond In Sunlight"" har et vakkert abstrakt maleri i lyse farger i forskjellige nyanser.",https://gallerix-home.no/plakat/4256-pond-in-sunlight,https://img.gallerix.com/product/google/4256.jpg,119.20 NOK,,in stock,new,Gallerix,4256,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn/Blå/Gul,"Kunstplakater,Kjente kunstnere",NO
7305,Plakat Andy Murray Wimbledon 2016 B&W | Sport og Trening,Svart-hvitt plakat med et fotografi av den britiske tennisstjernen Andy Murray som feirer seier over Milos Raonic fra Canada i Wimbledon-finalen 2016.,https://gallerix-home.no/plakat/7305-andy-murray-wimbledon-2016-bw,https://img.gallerix.com/product/google/7305.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,7305,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Svart/Hvitt,Sport og Trening,NO
2737,Plakat Shhh... | Mote,Plakat fra motekategorien med et nærbilde av en kvinne som holder en tatovert finger med teksten &quot;Shhh...&quot; mellom leppene hennes.,https://gallerix-home.no/plakat/2737-shhh,https://img.gallerix.com/product/google/2737.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,2737,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Rosa,Mote,NO
3591,Plakat Out In Space | Barneplakater,"Plakater fra kategorien barneplakater og barnemalerier med lekent akvarellmaling av ulike romobjekter som en romrakett, en astronaut, roboter og en ufo blant stjernene. Dette er en av våre mest populære plakater for gutterom.",https://gallerix-home.no/plakat/3591-out-in-space,https://img.gallerix.com/product/google/3591.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,3591,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,Barneplakater,NO
5685,Plakat La Nature Premiere | Kunstplakater,"Plakat fra kategorien abstrakter og illustrasjoner med en svart fargeillustrasjon av en kvist med blader mot en sandfarget bakgrunn og tittelen ""La Nature"".",https://gallerix-home.no/plakat/5685-la-nature-premiere,https://img.gallerix.com/product/google/5685.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5685,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Svart/Beige,Kunstplakater,NO
10068,"Plakat Halloween Whimsy | Festlige høytider, Halloween","En mystisk plakat hvor en stripet heks med et smil laget av bein fyller rommet med en magisk atmosfære. Hun står omgitt av gresskar, katter og edderkopper i en virvlende bakgrunn av livlige farger og mønstre.",https://gallerix-home.no/plakat/10068-halloween-whimsy,https://img.gallerix.com/product/google/10068.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10068,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,"Festlige høytider,Halloween",NO
8031,"Plakat Autumn Picnic Wine And Grapes | Fotokunst, Natur, Høst","Denne plakaten fanger essensen av en idyllisk høstpiknik under det gylne løvet til tretoppene. En kurv fylt med vin, druer og et varmt teppe står på en rustikk trebenk, klar for en avslappende stund i naturens fargerike omgivelser. Solens myke lys filtreres gjennom bladene og skaper en rolig og innbydende atmosfære. Perfekt for å formidle følelsen av høstens skjønnhet og nytelsen av små øyeblikk i friluft.",https://gallerix-home.no/plakat/8031-autumn-picnic-wine-and-grapes,https://img.gallerix.com/product/google/8031.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8031,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Gul,"Fotokunst,Natur,Høst",NO
4798,Plakat Sunset On the Sea By John Frederick Kensett | Kjente kunstnere,"Plakat med maleriet ""Sunset on the Sea"" av den amerikanske landskapsmaleren John Frederick Kensett fra år 1872.",https://gallerix-home.no/plakat/4798-sunset-on-the-sea-by-john-frederick-kensett,https://img.gallerix.com/product/google/4798.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4798,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Gul,Kjente kunstnere,NO
5048,Plakat Louis Vuitton Store | Mote,Post fra motekategorien med et fotografi i brune nyanser av en Louis Vuitton-butikk med en vakker fasade.,https://gallerix-home.no/plakat/5048-louis-vuitton-store,https://img.gallerix.com/product/google/5048.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5048,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Beige,Mote,NO
8577,Plakat Haddon Hall By David Cox | Kjente kunstnere,Plakat med maleriet &quot;Tuintrap bij Haddon Hall&quot; av den britiske kunstneren David Cox fra årene 1831-1859.,https://gallerix-home.no/plakat/8577-haddon-hall-by-david-cox,https://img.gallerix.com/product/google/8577.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8577,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn,Kjente kunstnere,NO
8517,"Plakat A Cozy Moment Waiting For Snow | Barneplakater, Julekunst, Vinter, Festlige høytider","Fang barndommens vintermagi med denne atmosfæriske plakaten av et barn som står ved et iskaldt vindu og ser ut på det snødekte landskapet. Med forventning og nysgjerrighet i øynene minner bildet om vinterens uskyldige glede og den stille skjønnheten til et snøfall. Perfekt for å skape en følelse av nostalgi og varme, denne plakaten formidler ro og undring før vinterens under.",https://gallerix-home.no/plakat/8517-a-cozy-moment-waiting-for-snow,https://img.gallerix.com/product/google/8517.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,8517,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Grønn/Blå,"Barneplakater,Julekunst,Vinter,Festlige høytider",NO
4769,"Plakat Trollörten By John Bauer | Kjente kunstnere, John Bauer","Plakat med maleriet ""Trollörten"" av John Bauer fra år 1912.",https://gallerix-home.no/plakat/4769-trollorten-by-john-bauer,https://img.gallerix.com/product/google/4769.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4769,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,"Kjente kunstnere,John Bauer",NO
8787,"Plakat Snowy Christmas Door | Julekunst, Festlige høytider","Denne plakaten fanger den rustikke julestemningen med en tradisjonell grønn krans prydet med en rød sløyfe på en gammel tredør, innrammet av en snødekket rød trefasade. Snøfnugg faller mykt og forsterker følelsen av vinter og hygge. Perfekt for å skape en koselig julefølelse i hjemmet, dette bildet minner om klassiske nordiske vintre og ønsker julen velkommen med stil og tradisjon.",https://gallerix-home.no/plakat/8787-snowy-christmas-door,https://img.gallerix.com/product/google/8787.jpg,149.00 NOK,104.30 NOK,in stock,new,Gallerix,8787,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Rød,"Julekunst,Festlige høytider",NO
8328,Plakat Jalais Hill Pontoise By Camille Pissarro | Kjente kunstnere,"Plakat fra kategorien kjente kunstnere med maleriet &quot;Jalais Hill, Pontoise&quot; av den dansk-franske kunstneren Camille Pissarro fra år 1867.",https://gallerix-home.no/plakat/8328-jalais-hill-pontoise-by-camille-pissarro,https://img.gallerix.com/product/google/8328.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8328,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn,Kjente kunstnere,NO
7414,"Plakat Paloma Pink Drink | Fotokunst, Kjøkkenet","Skap en elegant og forfriskende atmosfære i hjemmet ditt med vår stilige plakat som viser en perfekt blandet Paloma-drink. Med sine subtile rosa nyanser og iøynefallende blodoransje tekstur, utstråler denne illustrasjonen en følelse av sofistikert overbærenhet. Perfekt for å dekorere kjøkkenet eller spisestuen.",https://gallerix-home.no/plakat/7414-paloma-pink-drink,https://img.gallerix.com/product/google/7414.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,7414,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Rosa,"Fotokunst,Kjøkkenet",NO
4515,"Plakat The Maiden By Gustav Klimt | Kunstplakater, Gustav Klimt, Kjente kunstnere",Plakat fra kategorien abstrakt og kunst med motiver malt av den østerrikske kunstneren Gustav Klimt i 1913.,https://gallerix-home.no/plakat/4515-the-maiden-by-gustav-klimt,https://img.gallerix.com/product/google/4515.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,4515,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,,"Kunstplakater,Gustav Klimt,Kjente kunstnere",NO
2985,"Plakat Green Forest | Natur, Vår",Plakat fra naturkategorien med naturbilde av løvskog med høye trær og vakker lysgjennomgang.,https://gallerix-home.no/plakat/2985-green-forest,https://img.gallerix.com/product/google/2985.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,2985,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Grønn,"Natur,Vår",NO
3781,Plakat African Leopard | Dyr,Plakat fra kategorien Dyr med et fotografi av en afrikansk leopard i profil som sitter i sitt naturlige miljø blant trær og busker på savannen.,https://gallerix-home.no/plakat/3781-african-leopard,https://img.gallerix.com/product/google/3781.jpg,149.00 NOK,111.75 NOK,in stock,new,Gallerix,3781,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,Dyr,NO
6766,"Plakat Soft Levels No2 | Abstrakt, Akvarell","Abstrakt plakat med malte farger i ulike nivåer med nyanser som skifter fra vakkert beige og brunt til hvitt, grått og svart.",https://gallerix-home.no/plakat/6766-soft-levels-no2,https://img.gallerix.com/product/google/6766.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,6766,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat,Beige,"Abstrakt,Akvarell",NO
5934,Plakat View On The Oise By Charles-François Daubigny | Kjente kunstnere,"Plakat fra kategorien historisk kunst med maleriet ""View On The Oise"" av den franske kunstneren Charles-François Daubigny fra år 1873.",https://gallerix-home.no/plakat/5934-view-on-the-oise-by-charles-francois-daubigny,https://img.gallerix.com/product/google/5934.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5934,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Grønn,Kjente kunstnere,NO
10185,Plakat Ethereal Movement | Akvarell,"Denne plakaten fanger en flyktig dansebevegelse i svart og hvitt, der silhuetten av en kvinne i stripet kjole flyter gjennom luften med grasiøs letthet. Kontrasten mellom de levende stripene og den rolige bakgrunnen skaper et dynamisk visuelt inntrykk.",https://gallerix-home.no/plakat/10185-ethereal-movement,https://img.gallerix.com/product/google/10185.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,10185,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Gul,Akvarell,NO
5958,Plakat View Over The Rhine At Düsseldorf By Victor Westerholm | Kjente kunstnere,"Plakat fra kategorien historisk kunst med maleriet ""View Over The Rhine At Düsseldorf"" av den finske kunstneren Victor Westerholm fra år 1883.",https://gallerix-home.no/plakat/5958-view-over-the-rhine-at-dusseldorf-by-victor-westerholm,https://img.gallerix.com/product/google/5958.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,5958,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige/Blå,Kjente kunstnere,NO
8830,Plakat Christ And Mary Magdalene By Albert Edelfelt | Kjente kunstnere,Innlegg fra kategorien historisk kunst med maleriet &quot;Kristus og Maria Magdalena&quot; av den finske kunstneren Albert Edelfelt fra år 1890.,https://gallerix-home.no/plakat/8830-christ-and-mary-magdalene-by-albert-edelfelt,https://img.gallerix.com/product/google/8830.jpg,149.00 NOK,119.20 NOK,in stock,new,Gallerix,8830,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Plakat special,Beige,Kjente kunstnere,NO
